idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
18,0.9,8.502807586442023e-32,8.502807586442023e-32,-0.20804964544486357,-7.130418155499099e-31,-7.130418155499099e-31,-0.4171014267374745,-2.008138567957154e-29,-2.008138567957154e-29,-0.3899401600295366,0.0,70.0,255.0,255.0,255.0
19,0.9500000000000001,2.2341936024062137e-32,2.2341936024062137e-32,-0.22939217093962777,-1.81567305598032e-30,-1.81567305598032e-30,-0.43653378913108914,-1.9643128223955285e-29,-1.9643128223955285e-29,-0.38726374198176927,0.0,70.0,255.0,255.0,255.0
20,1.0,-9.653922973361178e-32,-9.653922973361178e-32,-0.2517030243579725,-2.6773546379454384e-30,-2.6773546379454384e-30,-0.45582780093565145,-7.097931938508831e-30,-7.097931938508831e-30,-0.3843264182634337,0.0,70.0,255.0,255.0,255.0
21,1.05,-2.453935277704817e-31,-2.453935277704817e-31,-0.2749749510331929,-2.5254662498312032e-30,-2.5254662498312032e-30,-0.4749664309574325,1.9624739799244798e-29,1.9624739799244798e-29,-0.38104266159224576,0.0,70.0,255.0,255.0,255.0
22,1.1,-3.490858547167321e-31,-3.490858547167321e-31,-0.29919966745371573,-7.148806580209584e-31,-7.148806580209584e-31,-0.493932067094876,5.18565835804629e-29,5.18565835804629e-29,-0.37746793727047034,0.0,70.0,255.0,255.0,255.0
23,1.1500000000000001,-3.1688159357257753e-31,-3.1688159357257753e-31,-0.3243681577426805,2.6601921082150866e-30,2.6601921082150866e-30,-0.5127132246844796,7.487827837134906e-29,7.487827837134906e-29,-0.3737265357330488,0.0,70.0,255.0,255.0,255.0
24,1.2000000000000002,-8.306664389522343e-32,-8.306664389522343e-32,-0.3504709899221637,6.772947179113948e-30,6.772947179113948e-30,-0.5313047206681809,7.328400194889045e-29,7.328400194889045e-29,-0.36994647618270315,0.0,70.0,255.0,255.0,255.0
25,1.25,3.604131243388173e-31,3.604131243388173e-31,-0.3774986298094986,9.988592303104132e-30,9.988592303104132e-30,-0.5497078723027499,2.64989459037663e-29,2.64989459037663e-29,-0.36624723040238893,0.0,70.0,255.0,255.0,255.0
26,1.3,9.157925864151898e-31,9.157925864151898e-31,-0.4054417771524387,9.422841769490578e-30,9.422841769490578e-30,-0.5679294437084198,-7.321535182997126e-29,-7.321535182997126e-29,-0.36270034907571747,0.0,70.0,255.0,255.0,255.0
27,1.35,1.3026973012878752e-30,1.3026973012878752e-30,-0.4342915741803406,2.667057120107005e-30,2.667057120107005e-30,-0.5859779072103216,-1.9350568386801008e-28,-1.9350568386801008e-28,-0.3593226811223482,0.0,70.0,255.0,255.0,255.0
28,1.4000000000000001,1.1824982984258903e-30,1.1824982984258903e-30,-0.46403956787347084,-9.92772661731043e-30,-9.92772661731043e-30,-0.6038617118206546,-2.7943172780582487e-28,-2.7943172780582487e-28,-0.35611817256273604,0.0,70.0,255.0,255.0,255.0
29,1.4500000000000002,3.09924639556832e-31,3.09924639556832e-31,-0.49467774536240605,-2.527611566047548e-29,-2.527611566047548e-29,-0.6215897244665952,-2.734928795716067e-28,-2.734928795716067e-28,-0.3530898404669913,0.0,70.0,255.0,255.0,255.0
30,1.5,-1.3451132676216577e-30,-1.3451132676216577e-30,-0.5261985403201304,-3.72770145744711e-29,-3.72770145744711e-29,-0.6391706958673538,-9.889785167655634e-29,-9.889785167655634e-29,-0.3502406508030631,0.0,70.0,255.0,255.0,255.0
31,1.55,-3.417776817890278e-30,-3.417776817890278e-30,-0.5585948149491414,-3.5165900828131114e-29,-3.5165900828131114e-29,-0.6566137895469015,2.732366675206405e-28,2.732366675206405e-28,-0.34755696774583233,0.0,70.0,255.0,255.0,255.0
32,1.6,-4.861703350434769e-30,-4.861703350434769e-30,-0.5918599192748205,-9.953347822407048e-30,-9.953347822407048e-30,-0.673926392641937,7.221661518915775e-28,7.221661518915775e-28,-0.34496049907923876,0.0,70.0,255.0,255.0,255.0
33,1.6500000000000001,-4.413111600130983e-30,-4.413111600130983e-30,-0.6259874542133351,3.7050714361026637e-29,3.7050714361026637e-29,-0.6911098394548254,1.04284863285195e-27,1.04284863285195e-27,-0.3423199348552175,0.0,70.0,255.0,255.0,255.0
34,1.7000000000000002,-1.1566319143321051e-30,-1.1566319143321051e-30,-0.660970903220303,9.433151546278796e-29,9.433151546278796e-29,-0.7081583861274587,1.0206875163375376e-27,1.0206875163375376e-27,-0.33949518759037733,0.0,70.0,255.0,255.0,255.0
35,1.75,5.0200399461478136e-30,5.0200399461478136e-30,-0.696803292826081,1.391194659947804e-28,1.391194659947804e-28,-0.7250593582138631,3.690924608024591e-28,3.690924608024591e-28,-0.3363461570613513,0.0,70.0,255.0,255.0,255.0
36,1.8,1.2755314685145936e-29,1.2755314685145936e-29,-0.7334768390416894,1.3124076154303387e-28,1.3124076154303387e-28,-0.7417930018335939,-1.0197313182525946e-27,-1.0197313182525946e-27,-0.3328112671204364,0.0,70.0,255.0,255.0,255.0
37,1.85,1.81441161004512e-29,1.81441161004512e-29,-0.7709825930094404,3.714633416952094e-29,3.714633416952094e-29,-0.7583404849259068,-2.6951589236983024e-27,-2.6951589236983024e-27,-0.32899979808515,0.0,70.0,255.0,255.0,255.0
38,1.9000000000000001,1.646994810209803e-29,1.646994810209803e-29,-0.80931088753428,-1.382751308267964e-28,-1.382751308267964e-28,-0.7746929816421089,-3.891962803601975e-27,-3.891962803601975e-27,-0.32511845165283937,0.0,70.0,255.0,255.0,255.0
39,1.9500000000000002,4.316603017771558e-30,4.316603017771558e-30,-0.8484518911736513,-3.520499461906766e-28,-3.520499461906766e-28,-0.7908523300911907,-3.809257185778541e-27,-3.809257185778541e-27,-0.32138218306423383,0.0,70.0,255.0,255.0,255.0
40,2.0,-1.873504651696963e-29,-1.873504651696963e-29,-0.8883961205433991,-5.1920084940465055e-28,-5.1920084940465055e-28,-0.8068311999485323,-1.3774719915332773e-27,-1.3774719915332773e-27,-0.31801071162740335,0.0,70.0,255.0,255.0,255.0
41,2.0500000000000003,-4.76034819226935e-29,-4.76034819226935e-29,-0.9291350111685045,-4.897971453440043e-28,-4.897971453440043e-28,-0.822653401253931,3.8056886054897376e-27,3.8056886054897376e-27,-0.3151112504858333,0.0,70.0,255.0,255.0,255.0
42,2.1,-6.771476105137007e-29,-6.771476105137007e-29,-0.9706614606687922,-1.3863198885567672e-28,-1.3863198885567672e-28,-0.8383423249971156,1.0058469542901635e-26,1.0058469542901635e-26,-0.31255490065488223,0.0,70.0,255.0,255.0,255.0
43,2.15,-6.146668080826117e-29,-6.146668080826117e-29,-1.012969243668216,5.1604980894615915e-28,5.1604980894615915e-28,-0.8539088913194193,1.4525002581555954e-26,1.4525002581555954e-26,-0.3100916664588671,0.0,70.0,255.0,255.0,255.0
44,2.2,-1.610978015675415e-29,-1.610978015675415e-29,-1.0560523498007341,1.3138682692999186e-27,1.3138682692999186e-27,-0.8693514916430023,1.4216341226776627e-26,1.4216341226776627e-26,-0.30746950672599915,0.0,70.0,255.0,255.0,255.0
45,2.25,6.99201461217307e-29,6.99201461217307e-29,-1.0999043928325163,1.937683931623822e-27,1.937683931623822e-27,-0.8846558419920192,5.140795505330645e-27,5.140795505330645e-27,-0.30442703372484115,0.0,70.0,255.0,255.0,255.0
46,2.3000000000000003,1.7765861300562806e-28,1.7765861300562806e-28,-1.144517933999936,1.827947819832983e-27,1.827947819832983e-27,-0.8997941950154864,-1.4203023103706357e-26,-1.4203023103706357e-26,-0.30083715750979234,0.0,70.0,255.0,255.0,255.0
47,2.35,2.5271492810502904e-28,2.5271492810502904e-28,-1.189883812334065,5.173816212531861e-28,5.173816212531861e-28,-0.9147395577429984,-3.753871924790823e-26,-3.753871924790823e-26,-0.2968660072210305,0.0,70.0,255.0,255.0,255.0
48,2.4000000000000004,2.2939677513094667e-28,2.2939677513094667e-28,-1.235991889774236,-1.92592410495784e-27,-1.92592410495784e-27,-0.9294807957375895,-5.420804752262185e-26,-5.420804752262185e-26,-0.29282947458628694,0.0,70.0,255.0,255.0,255.0
49,2.45,6.012251760924503e-29,6.012251760924503e-29,-1.2828318919078239,-4.903423131008998e-27,-4.903423131008998e-27,-0.9440225052016271,-5.305610772132797e-26,-5.305610772132797e-26,-0.28903965017146316,0.0,70.0,255.0,255.0,255.0
50,2.5,-2.6094553796995323e-28,-2.6094553796995323e-28,-1.3303941402943986,-7.231534877090637e-27,-7.231534877090637e-27,-0.9583847607547358,-1.9185710029789324e-26,-1.9185710029789324e-26,-0.2858130882049448,0.0,70.0,255.0,255.0,255.0
51,2.5500000000000003,-6.630309700998187e-28,-6.630309700998187e-28,-1.3786703679832975,-6.821994133987931e-27,-6.821994133987931e-27,-0.9726038140221216,5.300640380933569e-26,5.300640380933569e-26,-0.2833004924353455,0.0,70.0,255.0,255.0,255.0
52,2.6,-9.431449513687463e-28,-9.431449513687463e-28,-1.4276545216966108,-1.9308944961570678e-27,-1.9308944961570678e-27,-0.9867148099982703,1.4009640744873133e-25,1.4009640744873133e-25,-0.2812938909740659,0.0,70.0,255.0,255.0,255.0
53,2.6500000000000004,-8.561204197155255e-28,-8.561204197155255e-28,-1.4773418489831245,7.187646610885204e-27,7.187646610885204e-27,-1.0007332031195282,2.0230718750893148e-25,2.0230718750893148e-25,-0.2793967755225113,0.0,70.0,255.0,255.0,255.0
54,2.7,-2.2438029028022585e-28,-2.2438029028022585e-28,-1.5277278420085636,1.829982425473608e-26,1.829982425473608e-26,-1.0146544875505215,1.9800808965853534e-25,1.9800808965853534e-25,-0.27721254526877903,0.0,70.0,255.0,255.0,255.0
55,2.75,9.738620057580827e-28,9.738620057580827e-28,-1.5788072977381766,2.698845557673874e-26,2.698845557673874e-26,-1.028454457646406,7.160204461382666e-26,7.160204461382666e-26,-0.2743446693992402,0.0,70.0,255.0,255.0,255.0
56,2.8000000000000003,2.4744652673936483e-27,2.4744652673936483e-27,-1.6305732877732042,2.5460028716118747e-26,2.5460028716118747e-26,-1.0420889544904455,-1.9782259213363666e-25,-1.9782259213363666e-25,-0.27060049978822054,0.0,70.0,255.0,255.0,255.0
57,2.85,3.519864877369957e-27,3.519864877369957e-27,-1.6830161931872212,7.206196363375073e-27,7.206196363375073e-27,-1.0555145076252281,-5.228469105470173e-25,-5.228469105470173e-25,-0.26620831233272746,0.0,70.0,255.0,255.0,255.0
58,2.9000000000000004,3.1950849037311557e-27,3.1950849037311557e-27,-1.736124738535727,-2.6824662338582974e-26,-2.6824662338582974e-26,-1.0687097857237182,-7.550207025131036e-25,-7.550207025131036e-25,-0.2616143790350023,0.0,70.0,255.0,255.0,255.0
59,2.95,8.373986435116598e-28,8.373986435116598e-28,-1.789887171759593,-6.82958738879353e-26,-6.82958738879353e-26,-1.0816759455287284,-7.389762509128133e-25,-7.389762509128133e-25,-0.2572695160726335,0.0,70.0,255.0,255.0,255.0
60,3.0,-3.6345024850623746e-27,-3.6345024850623746e-27,-1.8442923330885999,-1.0072228742986431e-25,-1.0072228742986431e-25,-1.0944367373309816,-2.6722246842551733e-25,-2.6722246842551733e-25,-0.253628187577859,0.0,70.0,255.0,255.0,255.0
61,3.0500000000000003,-9.234830099474772e-27,-9.234830099474772e-27,-1.8993308454926912,-9.501812073048703e-26,-9.501812073048703e-26,-1.1070387642865143,7.382839647252105e-25,7.382839647252105e-25,-0.2509173685516508,0.0,70.0,255.0,255.0,255.0
62,3.1,-1.3136314558111078e-26,-1.3136314558111078e-26,-1.9549962095172513,-2.689389095734326e-26,-2.689389095734326e-26,-1.1195284741861466,1.9512912347393366e-24,1.9512912347393366e-24,-0.24890204384420134,0.0,70.0,255.0,255.0,255.0
63,3.1500000000000004,-1.1924219195209098e-26,-1.1924219195209098e-26,-2.011283692911306,1.0011100274344663e-25,1.0011100274344663e-25,-1.1319289686709344,2.8177756225434847e-24,2.8177756225434847e-24,-0.2471165241885176,0.0,70.0,255.0,255.0,255.0
64,3.2,-3.125214283766415e-27,-3.125214283766415e-27,-2.0681891063843447,2.5488367129700523e-25,2.5488367129700523e-25,-1.1442401266049984,2.75789691399272e-24,2.75789691399272e-24,-0.2450962435873949,0.0,70.0,255.0,255.0,255.0
65,3.25,1.3564147934491426e-26,1.3564147934491426e-26,-2.1257077055718057,3.7590069414271864e-25,3.7590069414271864e-25,-1.156438593029674,9.972878290882418e-25,9.972878290882418e-25,-0.24237465488119447,0.0,70.0,255.0,255.0,255.0
66,3.3000000000000003,3.446485513050545e-26,3.446485513050545e-26,-2.183832965687312,3.546124542058294e-25,3.546124542058294e-25,-1.1684775920931179,-2.7553132667672064e-24,-2.7553132667672064e-24,-0.23871687915222317,0.0,70.0,255.0,255.0,255.0
67,3.35,4.902539335507437e-26,4.902539335507437e-26,-2.2425554647811174,1.0036936746599798e-25,1.0036936746599798e-25,-1.1803102809448962,-7.282318028410328e-24,-7.282318028410328e-24,-0.2343543281412952,0.0,70.0,255.0,255.0,255.0
68,3.4000000000000004,4.450179187710525e-26,4.450179187710525e-26,-2.3018639937818017,-3.7361934863520354e-25,-3.7361934863520354e-25,-1.1919130249072474,-1.0516081787660834e-23,-1.0516081787660834e-23,-0.229748708360189,0.0,70.0,255.0,255.0,255.0
69,3.45,1.1663458491554013e-26,1.1663458491554013e-26,-2.361746767271842,-9.512388113000854e-25,-9.512388113000854e-25,-1.203285151780915,-1.0292611405058062e-23,-1.0292611405058062e-23,-0.22535865643100728,0.0,70.0,255.0,255.0,255.0
70,3.5,-5.06220892529033e-26,-5.06220892529033e-26,-2.4221925089598932,-1.4028804891410099e-24,-1.4028804891410099e-24,-1.214448890550348,-3.721928847927452e-24,-3.721928847927452e-24,-0.22164111830518252,0.0,70.0,255.0,255.0,255.0
71,3.5500000000000003,-1.28624590422547e-25,-1.28624590422547e-25,-2.483191656326877,-1.3234316960928306e-24,-1.3234316960928306e-24,-1.2254492636114334,1.0282969102343608e-23,1.0282969102343608e-23,-0.21882826169252745,0.0,70.0,255.0,255.0,255.0
72,3.6,-1.8296525886218638e-25,-1.8296525886218638e-25,-2.5447374353210366,-3.7458357890664895e-25,-3.7458357890664895e-25,-1.2363317167196008,2.717798087890198e-23,2.717798087890198e-23,-0.21670982773969172,0.0,70.0,255.0,255.0,255.0
73,3.6500000000000004,-1.6608294831321189e-25,-1.6608294831321189e-25,-2.606824827998837,1.3943663917973678e-24,1.3943663917973678e-24,-1.2471202463854025,3.924655152809986e-23,3.924655152809986e-23,-0.2148594582217278,0.0,70.0,255.0,255.0,255.0
74,3.7,-4.352861968244959e-26,-4.352861968244959e-26,-2.669449459959577,3.550071573903337e-24,3.550071573903337e-24,-1.2578176625417736,3.841254870623942e-23,3.841254870623942e-23,-0.21285598383551374,0.0,70.0,255.0,255.0,255.0
75,3.75,1.8892420907712184e-25,1.8892420907712184e-25,-2.7326065942530144,5.23562126242131e-24,5.23562126242131e-24,-1.268405844768954,1.3890427562621687e-23,1.3890427562621687e-23,-0.21029294648982066,0.0,70.0,255.0,255.0,255.0
76,3.8000000000000003,4.800335065596815e-25,4.800335065596815e-25,-2.796290044436472,4.9391143301655055e-24,4.9391143301655055e-24,-1.2788469571907557,-3.8376563142606905e-23,-3.8376563142606905e-23,-0.2069569272242333,0.0,70.0,255.0,255.0,255.0
77,3.85,6.828356420936723e-25,6.828356420936723e-25,-2.86049128997209,1.397964948160619e-24,1.397964948160619e-24,-1.2891015374913772,-1.0142960548719773e-22,-1.0142960548719773e-22,-0.20297717675106242,0.0,70.0,255.0,255.0,255.0
78,3.9000000000000004,6.198300013757434e-25,6.198300013757434e-25,-2.92520019818561,-5.2038462185542686e-24,-5.2038462185542686e-24,-1.299144674865862,-1.464701243247388e-22,-1.464701243247388e-22,-0.19864264290276878,0.0,70.0,255.0,255.0,255.0
79,3.95,1.624510202382455e-25,1.624510202382455e-25,-2.990405757458676,-1.3249047484313262e-23,-1.3249047484313262e-23,-1.3089658017816541,-1.4335758341989967e-22,-1.4335758341989967e-22,-0.194270834800081,0.0,70.0,255.0,255.0,255.0
80,4.0,-7.0507474705558285e-25,-7.0507474705558285e-25,-3.0560967783637754,-1.9539604560544238e-23,-1.9539604560544238e-23,-1.31857175834587,-5.1839781402559254e-23,-5.1839781402559254e-23,-0.19026718897499073,0.0,70.0,255.0,255.0,255.0
81,4.05,-1.7915094358161783e-24,-1.7915094358161783e-24,-3.122262933293263,-1.8433025624569187e-23,-1.8433025624569187e-23,-1.3279925206791532,1.432232834680841e-22,1.432232834680841e-22,-0.18683437906070743,0.0,70.0,255.0,255.0,255.0
82,4.1000000000000005,-2.548377309512502e-24,-2.548377309512502e-24,-3.1888960304316907,-5.2172762137358255e-24,-5.2172762137358255e-24,-1.3372551962519408,3.785404410698888e-22,3.785404410698888e-22,-0.183621278776247,0.0,70.0,255.0,255.0,255.0
83,4.15,-2.313237057189761e-24,-2.313237057189761e-24,-3.2559884529184573,1.9421018482419698e-23,1.9421018482419698e-23,-1.3463546485567779,5.466339457708554e-22,5.466339457708554e-22,-0.18001519161323642,0.0,70.0,255.0,255.0,255.0
84,4.2,-6.06275461270532e-25,-6.06275461270532e-25,-3.3235314952873685,4.944611836334971e-23,4.944611836334971e-23,-1.3552567154132644,5.350177849733593e-22,5.350177849733593e-22,-0.1754850126285845,0.0,70.0,255.0,255.0,255.0
85,4.25,2.63137477914521e-24,2.63137477914521e-24,-3.3915141244597837,7.292279697975564e-23,7.292279697975564e-23,-1.3639031498196363,1.9346869804761565e-22,1.9346869804761565e-22,-0.16955876381001822,0.0,70.0,255.0,255.0,255.0
86,4.3,6.686004236705033e-24,6.686004236705033e-24,-3.459921810269332,6.879298816811128e-23,6.879298816811128e-23,-1.3722125917942662,-5.345165707297294e-22,-5.345165707297294e-22,-0.1620468152737864,0.0,70.0,255.0,255.0,255.0
87,4.3500000000000005,9.510673595956338e-24,9.510673595956338e-24,-3.5287353836392104,1.947113990678269e-23,1.947113990678269e-23,-1.380107831347015,-1.4127321587923585e-21,-1.4127321587923585e-21,-0.1533535589599122,0.0,70.0,255.0,255.0,255.0
88,4.4,8.633118227383302e-24,8.633118227383302e-24,-3.5979325934040336,-7.248022771112459e-23,-7.248022771112459e-23,-1.3875479476902575,-2.040065658758682e-21,-2.040065658758682e-21,-0.1442508097589723,0.0,70.0,255.0,255.0,255.0
89,4.45,2.26265082484388e-24,2.26265082484388e-24,-3.667490178408236,-1.8453542596908553e-22,-1.8453542596908553e-22,-1.3945329123229122,-1.9967135564735468e-21,-1.9967135564735468e-21,-0.1355563874134713,0.0,70.0,255.0,255.0,255.0
90,4.5,-9.820424369525253e-24,-9.820424369525253e-24,-3.737385884636325,-2.721515833584793e-22,-2.721515833584793e-22,-1.4011035864316046,-7.220350107878994e-22,-7.220350107878994e-22,-0.1280419049684678,0.0,70.0,255.0,255.0,255.0
91,4.55,-2.495250751100405e-23,-2.495250751100405e-23,-3.8076005370513966,-2.567389270478755e-22,-2.567389270478755e-22,-1.407337102819759,1.9948429994508685e-21,1.9948429994508685e-21,-0.12211178641665654,0.0,70.0,255.0,255.0,255.0
92,4.6000000000000005,-3.54943170743128e-23,-3.54943170743128e-23,-3.8781195949183007,-7.266728341339243e-23,-7.266728341339243e-23,-1.4133147650732703,5.272388194099558e-21,5.272388194099558e-21,-0.11757744575753293,0.0,70.0,255.0,255.0,255.0
93,4.65,-3.2219235852343293e-23,-3.2219235852343293e-23,-3.9489320135587236,2.7049989236208028e-22,2.7049989236208028e-22,-1.4190948473955123,7.613628689263858e-21,7.613628689263858e-21,-0.1139686089785652,0.0,70.0,255.0,255.0,255.0
94,4.7,-8.444327838104778e-24,-8.444327838104778e-24,-4.020029079657852,6.886955855129934e-22,6.886955855129934e-22,-1.4247116259711268,7.451836440920814e-21,7.451836440920814e-21,-0.11076272443095725,0.0,70.0,255.0,255.0,255.0
95,4.75,3.6650322698956055e-23,3.6650322698956055e-23,-4.091403176155836,1.0156835364541618e-21,1.0156835364541618e-21,-1.430171119838608,2.694671345103972e-21,2.694671345103972e-21,-0.10738149510349793,0.0,70.0,255.0,255.0,255.0
96,4.800000000000001,9.312402580731141e-23,9.312402580731141e-23,-4.163046191641713,9.581627200233906e-22,9.581627200233906e-22,-1.4354497754814766,-7.444855427073748e-21,-7.444855427073748e-21,-0.10348496679810637,0.0,70.0,255.0,255.0,255.0
97,4.8500000000000005,1.3246659470129513e-22,1.3246659470129513e-22,-4.234948153703984,2.711979937467869e-22,2.711979937467869e-22,-1.4405196165184186,-1.9676820617605875e-20,-1.9676820617605875e-20,-0.09918421045798098,0.0,70.0,255.0,255.0,255.0
98,4.9,1.202438251819901e-22,1.202438251819901e-22,-4.307098153293555,-1.009519341737197e-21,-1.009519341737197e-21,-1.4453681965272747,-2.8414449098296766e-20,-2.8414449098296766e-20,-0.0947379711104368,0.0,70.0,255.0,255.0,255.0
99,4.95,3.151466052757541e-23,3.151466052757541e-23,-4.379484973356711,-2.5702469160828902e-21,-2.5702469160828902e-21,-1.4499934136294623,-2.781063220720973e-20,-2.781063220720973e-20,-0.09033779644749274,0.0,70.0,255.0,255.0,255.0
100,5.0,-1.3678086642629894e-22,-1.3678086642629894e-22,-4.452097494656501,-3.790582562458171e-21,-3.790582562458171e-21,-1.454401976172024,-1.005665036962797e-20,-1.005665036962797e-20,-0.08616376962864436,0.0,70.0,255.0,255.0,255.0
101,5.050000000000001,-3.475435957182417e-22,-3.475435957182417e-22,-4.524925170973914,-3.575911953045687e-21,-3.575911953045687e-21,-1.4586097905923268,2.7784578708844154e-20,2.7784578708844154e-20,-0.08230881259132516,0.0,70.0,255.0,255.0,255.0
102,5.1000000000000005,-4.943720617308677e-22,-4.943720617308677e-22,-4.5979584737157335,-1.0121246915737552e-21,-1.0121246915737552e-21,-1.4626328574311565,7.343489427632393e-20,7.343489427632393e-20,-0.07868487325026763,0.0,70.0,255.0,255.0,255.0
103,5.15,-4.487560648756172e-22,-4.487560648756172e-22,-4.671188456717029,3.767577474586707e-21,3.767577474586707e-21,-1.4664782779173535,1.0604416770392323e-19,1.0604416770392323e-19,-0.07511866741882756,0.0,70.0,255.0,255.0,255.0
104,5.2,-1.1761431427219699e-22,-1.1761431427219699e-22,-4.744606301507469,9.592292078818568e-21,9.592292078818568e-21,-1.4701447241730392,1.0379069238791814e-19,1.0379069238791814e-19,-0.07144711541924309,0.0,70.0,255.0,255.0,255.0
105,5.25,5.104731430062395e-22,5.104731430062395e-22,-4.818202929134333,1.4146646713378522e-20,1.4146646713378522e-20,-1.4736229894592778,3.753193013340792e-20,3.753193013340792e-20,-0.06751941705775977,0.0,70.0,255.0,255.0,255.0
106,5.300000000000001,1.2970503570656551e-21,1.2970503570656551e-21,-4.891968600453397,1.334548509215936e-20,1.334548509215936e-20,-1.4768966658788152,-1.036934594083029e-19,-1.036934594083029e-19,-0.06325927001693543,0.0,70.0,255.0,255.0,255.0
107,5.3500000000000005,1.8450216522221756e-21,1.8450216522221756e-21,-4.965892595722215,3.7773007725482314e-21,3.7773007725482314e-21,-1.4799489164609714,-2.740627564876899e-19,-2.740627564876899e-19,-0.05872077206632298,0.0,70.0,255.0,255.0,255.0
