Time [msec],x [m],y [m],z [m],Red,Green,Blue
13500,-4.9412,-0.0588,12,255,255,255
13750,-4.8935,-0.1065,12,255,255,255
14000,-4.8325,-0.1675,12,255,255,255
14250,-4.7587,-0.2413,12,255,255,255
14500,-4.6726,-0.3274,12,255,255,255
14750,-4.5746,-0.4254,12,255,255,255
15000,-4.4653,-0.5347,12,255,255,255
15250,-4.3452,-0.6548,12,255,255,255
15500,-4.2146,-0.7854,12,255,255,255
15750,-4.0741,-0.9259,12,255,255,255
16000,-3.9242,-1.0758,12,255,255,255
16250,-3.7654,-1.2346,12,255,255,255
16500,-3.598,-1.402,12,255,255,255
16750,-3.4227,-1.5773,12,255,255,255
17000,-3.2399,-1.7601,12,255,255,255
17250,-3.0501,-1.9499,12,255,255,255
17500,-2.8537,-2.1463,12,255,255,255
17750,-2.6513,-2.3487,12,255,255,255
18000,-2.4433,-2.5567,12,255,255,255
18250,-2.2302,-2.7698,12,255,255,255
18500,-2.0125,-2.9875,12,255,255,255
18750,-1.7906,-3.2094,12,255,255,255
19000,-1.5651,-3.4349,12,255,255,255
19250,-1.3364,-3.6636,12,255,255,255
19500,-1.1051,-3.8949,12,255,255,255
19750,-0.8715,-4.1285,12,255,255,255
20000,-0.6362,-4.3638,12,255,255,255
20250,-0.3997,-4.6003,12,255,255,255
20500,-0.1624,-4.8376,12,255,255,255
20750,0.0752,-5.0752,12,255,255,255
21000,0.3126,-5.3126,12,255,255,255
21250,0.5493,-5.5493,12,255,255,255
21500,0.7849,-5.7849,12,255,255,255
21750,1.0188,-6.0188,12,255,255,255
22000,1.2505,-6.2505,12,255,255,255
22250,1.4797,-6.4797,12,255,255,255
22500,1.7058,-6.7058,12,255,255,255
22750,1.9283,-6.9283,12,255,255,255
23000,2.1467,-7.1467,12,255,255,255
23250,2.3606,-7.3604,12,255,255,255
23500,2.5692,-7.5682,12,255,255,255
23750,2.7723,-7.7699,12,255,255,255
24000,2.9693,-7.9651,12,255,255,255
24250,3.1598,-8.1535,12,255,255,255
24500,3.3435,-8.3348,12,255,255,255
24750,3.5198,-8.5085,12,255,255,255
25000,3.6884,-8.6745,12,255,255,255
25250,3.8488,-8.8324,12,255,255,255
25500,4.0006,-8.9817,12,255,255,255
25750,4.1434,-9.1223,12,255,255,255
26000,4.2767,-9.2537,12,255,255,255
26250,4.4001,-9.3756,12,255,255,255
26500,4.5133,-9.4877,12,255,255,255
26750,4.6157,-9.5896,12,255,255,255
27000,4.7069,-9.6811,12,255,255,255
27250,4.7865,-9.7618,12,255,255,255
27500,4.8542,-9.8313,12,255,255,255
27750,4.9094,-9.8893,12,255,255,255
28000,4.9517,-9.9355,12,255,255,255
28250,4.9807,-9.9695,12,255,255,255
28500,4.9961,-9.9911,12,255,255,255
28750,4.9972,-9.9998,12,255,255,255
29000,4.9854,-10,12,255,255,255
29250,4.9632,-10,12,255,255,255
29500,4.9311,-10,12,255,255,255
29750,4.8893,-10,12,255,255,255
30000,4.8379,-10,12,255,255,255
30250,4.7773,-10,12,255,255,255
30500,4.7076,-10,12,255,255,255
30750,4.6291,-10,12,255,255,255
31000,4.542,-10,12,255,255,255
31250,4.4465,-10,12,255,255,255
31500,4.3429,-10,12,255,255,255
31750,4.2314,-10,12,255,255,255
32000,4.1122,-10,12,255,255,255
32250,3.9855,-10,12,255,255,255
32500,3.8517,-10,12,255,255,255
32750,3.7108,-10,12,255,255,255
33000,3.5632,-10,12,255,255,255
33250,3.4091,-10,12,255,255,255
33500,3.2486,-10,12,255,255,255
33750,3.0821,-10,12,255,255,255
34000,2.9097,-10,12,255,255,255
34250,2.7317,-10,12,255,255,255
34500,2.5484,-10,12,255,255,255
34750,2.3598,-10,12,255,255,255
35000,2.1664,-10,12,255,255,255
35250,1.9682,-10,12,255,255,255
35500,1.7656,-10,12,255,255,255
35750,1.5588,-10,12,255,255,255
36000,1.3479,-10,12,255,255,255
36250,1.1333,-10,12,255,255,255
36500,0.9151,-10,12,255,255,255
36750,0.6936,-10,12,255,255,255
37000,0.469,-10,12,255,255,255
37250,0.2415,-10,12,255,255,255
37500,0.0114,-10,12,255,255,255
37750,-0.2211,-10,12,255,255,255
38000,-0.4558,-10,12,255,255,255
38250,-0.6924,-10,12,255,255,255
38500,-0.9308,-10,12,255,255,255
38750,-1.1706,-10,12,255,255,255
39000,-1.4117,-10,12,255,255,255
39250,-1.6538,-10,12,255,255,255
39500,-1.8968,-10,12,255,255,255
39750,-2.1403,-10,12,255,255,255
40000,-2.3841,-10,12,255,255,255
40250,-2.628,-10,12,255,255,255
40500,-2.8719,-10,12,255,255,255
40750,-3.1153,-10,12,255,255,255
41000,-3.3582,-10,12,255,255,255
41250,-3.6003,-10,12,255,255,255
41500,-3.8414,-10,12,255,255,255
41750,-4.0812,-10,12,255,255,255
42000,-4.3195,-10,12,255,255,255
42250,-4.5561,-10,12,255,255,255
42500,-4.7907,-10,12,255,255,255
42750,-5.0232,-10,12,255,255,255
43000,-5.2532,-10,12,255,255,255
43250,-5.4806,-10,12,255,255,255
43500,-5.7052,-10,12,255,255,255
43750,-5.9266,-10,12,255,255,255
44000,-6.1447,-10,12,255,255,255
44250,-6.3593,-10,12,255,255,255
44500,-6.57,-10,12,255,255,255
44750,-6.7768,-10,12,255,255,255
45000,-6.9793,-10,12,255,255,255
45250,-7.1773,-10,12,255,255,255
45500,-7.3706,-10,12,255,255,255
45750,-7.559,-10,12,255,255,255
46000,-7.7423,-10,12,255,255,255
46250,-7.9201,-10,12,255,255,255
46500,-8.0923,-10,12,255,255,255
46750,-8.2587,-10,12,255,255,255
47000,-8.419,-10,12,255,255,255
47250,-8.573,-10,12,255,255,255
47500,-8.7204,-10,12,255,255,255
47750,-8.8611,-10,12,255,255,255
48000,-8.9948,-10,12,255,255,255
48250,-9.1212,-10,12,255,255,255
48500,-9.2402,-10,12,255,255,255
48750,-9.3516,-10,12,255,255,255
49000,-9.455,-10,12,255,255,255
49250,-9.5502,-10,12,255,255,255
49500,-9.6371,-10,12,255,255,255
49750,-9.7154,-10,12,255,255,255
50000,-9.7849,-10,12,255,255,255
50250,-9.8453,-10,12,255,255,255
50500,-9.8964,-10,12,255,255,255
50750,-9.938,-10,12,255,255,255
51000,-9.9698,-10,12,255,255,255
51250,-9.9917,-10,12,255,255,255
51500,-10.0034,-10,12,255,255,255
51750,-10.0046,-10,12,255,255,255
52000,-9.9952,-10,12,255,255,255
52250,-9.9748,-10,12,255,255,255
52500,-9.9434,-10,12,255,255,255
52750,-9.9004,-10,12,255,255,255
53000,-9.8458,-10,12,255,255,255
53250,-9.7798,-10,12,255,255,255
53500,-9.7026,-10,12,255,255,255
53750,-9.6148,-10,12,255,255,255
54000,-9.5164,-10,12,255,255,255
54250,-9.4079,-10,12,255,255,255
54500,-9.2896,-10,12,255,255,255
54750,-9.1617,-10,12,255,255,255
55000,-9.0246,-10,12,255,255,255
55250,-8.8786,-10,12,255,255,255
55500,-8.724,-10,12,255,255,255
55750,-8.5611,-10,12,255,255,255
56000,-8.3903,-10,12,255,255,255
56250,-8.2117,-10,12,255,255,255
56500,-8.0258,-10,12,255,255,255
56750,-7.8329,-10,12,255,255,255
57000,-7.6332,-10,12,255,255,255
57250,-7.4271,-10,12,255,255,255
57500,-7.2149,-10,12,255,255,255
57750,-6.9968,-10,12,255,255,255
58000,-6.7733,-10,12,255,255,255
58250,-6.5446,-10,12,255,255,255
58500,-6.311,-10,12,255,255,255
58750,-6.0728,-10,12,255,255,255
59000,-5.8304,-10,12,255,255,255
59250,-5.584,-10,12,255,255,255
59500,-5.334,-10,12,255,255,255
59750,-5.0807,-10,12,255,255,255
60000,-4.8243,-10,12,255,255,255
60250,-4.5653,-10,12,255,255,255
60500,-4.3038,-10,12,255,255,255
60750,-4.0403,-10,12,255,255,255
61000,-3.775,-10,12,255,255,255
61250,-3.5082,-10,12,255,255,255
61500,-3.2403,-10,12,255,255,255
61750,-2.9715,-10,12,255,255,255
62000,-2.7022,-10,12,255,255,255
62250,-2.4327,-10,12,255,255,255
62500,-2.1632,-10,12,255,255,255
62750,-1.8942,-10,12,255,255,255
63000,-1.6259,-10,12,255,255,255
63250,-1.3585,-10,12,255,255,255
63500,-1.0926,-10,12,255,255,255
63750,-0.8282,-10,12,255,255,255
64000,-0.5658,-10,12,255,255,255
64250,-0.3056,-10,12,255,255,255
64500,-0.0481,-10,12,255,255,255
64750,0.2066,-10,12,255,255,255
65000,0.4582,-10,12,255,255,255
65250,0.7062,-10,12,255,255,255
65500,0.9504,-10,12,255,255,255
65750,1.1903,-10,12,255,255,255
66000,1.4253,-10,12,255,255,255
66250,1.6551,-10,12,255,255,255
66500,1.8795,-10,12,255,255,255
66750,2.0983,-10,12,255,255,255
67000,2.3111,-10,12,255,255,255
67250,2.5178,-10,12,255,255,255
67500,2.718,-10,12,255,255,255
67750,2.9116,-10,12,255,255,255
68000,3.0983,-10,12,255,255,255
68250,3.2778,-10,12,255,255,255
68500,3.4499,-10,12,255,255,255
68750,3.6144,-10,12,255,255,255
69000,3.7709,-10,12,255,255,255
69250,3.9193,-10,12,255,255,255
69500,4.0592,-10,12,255,255,255
69750,4.1905,-10,12,255,255,255
70000,4.3129,-10,12,255,255,255
70250,4.4262,-10,12,255,255,255
70500,4.53,-10,12,255,255,255
70750,4.6242,-10,12,255,255,255
71000,4.7084,-10,12,255,255,255
71250,4.7825,-10,12,255,255,255
71500,4.8462,-10,12,255,255,255
71750,4.8992,-10,12,255,255,255
72000,4.9414,-10,12,255,255,255
72250,4.9723,-10,12,255,255,255
72500,4.9919,-10,12,255,255,255
72750,4.9998,-10,12,255,255,255
73000,5,-10,12,255,255,255
73250,5,-10,12,255,255,255
73500,5,-10,12,255,255,255
73750,5,-10,12,255,255,255
74000,5,-10,12,255,255,255
74250,5,-10,12,255,255,255
74500,5,-10,12,255,255,255
74750,5,-10,12,255,255,255
75000,5,-9.9938,11.9988,255,255,255
75250,5,-9.9702,11.994,255,255,255
75500,5,-9.9296,11.9859,255,255,255
75750,5,-9.8727,11.9746,255,255,255
76000,5,-9.8,11.9601,255,255,255
76250,5,-9.7122,11.9425,255,255,255
76500,5,-9.6099,11.9221,255,255,255
76750,5,-9.4938,11.899,255,255,255
77000,5,-9.3645,11.8731,255,255,255
77250,5,-9.2227,11.8448,255,255,255
77500,5,-9.0689,11.8141,255,255,255
77750,5,-8.9037,11.7811,255,255,255
78000,5,-8.7279,11.746,255,255,255
78250,5,-8.5421,11.7089,255,255,255
78500,5,-8.3468,11.6699,255,255,255
78750,5,-8.1427,11.6292,255,255,255
79000,5,-7.9305,11.5868,255,255,255
79250,5,-7.7108,11.5429,255,255,255
79500,5,-7.4841,11.4977,255,255,255
79750,5,-7.2512,11.4511,255,255,255
80000,5,-7.0127,11.4035,255,255,255
80250,5,-6.7692,11.3549,255,255,255
80500,5,-6.5213,11.3053,255,255,255
80750,5,-6.2696,11.2551,255,255,255
81000,5,-6.0149,11.2042,255,255,255
81250,5,-5.7577,11.1528,255,255,255
81500,5,-5.4986,11.1011,255,255,255
81750,5,-5.2383,11.0491,255,255,255
82000,5,-4.9775,10.9969,255,255,255
82250,5,-4.7167,10.9448,255,255,255
82500,5,-4.4566,10.8928,255,255,255
82750,5,-4.1978,10.8411,255,255,255
83000,5,-3.9409,10.7898,255,255,255
83250,5,-3.6867,10.739,255,255,255
83500,5,-3.4356,10.6888,255,255,255
83750,5,-3.1884,10.6393,255,255,255
84000,5,-2.9456,10.5908,255,255,255
84250,5,-2.708,10.5433,255,255,255
84500,5,-2.4761,10.4969,255,255,255
84750,5,-2.2505,10.4518,255,255,255
85000,5,-2.0319,10.408,255,255,255
85250,5,-1.821,10.3658,255,255,255
85500,5,-1.6183,10.3253,255,255,255
85750,5,-1.4246,10.2865,255,255,255
86000,5,-1.2403,10.2496,255,255,255
86250,5,-1.0662,10.2147,255,255,255
86500,5,-0.9029,10.182,255,255,255
86750,5,-0.751,10.1515,255,255,255
87000,5,-0.6111,10.1234,255,255,255
87250,5,-0.484,10.0979,255,255,255
87500,5,-0.3701,10.075,255,255,255
87750,5,-0.2702,10.0549,255,255,255
88000,5,-0.1848,10.0377,255,255,255
88250,5,-0.1147,10.0235,255,255,255
88500,5,-0.0604,10.0125,255,255,255
88750,5,-0.0225,10.0047,255,255,255
89000,5,-0.0018,10.0004,255,255,255
89250,5,0,10,255,255,255
89500,5,0,10,255,255,255
89750,5,0,9.9883,255,255,255
90000,5,0,9.9479,255,255,255
90250,5,0,9.8793,255,255,255
90500,5,0,9.7832,255,255,255
90750,5,0,9.6602,255,255,255
91000,5,0,9.5109,255,255,255
91250,5,0,9.3359,255,255,255
91500,5,0,9.1358,255,255,255
91750,5,0,8.9112,255,255,255
92000,5,0,8.6627,255,255,255
92250,5,0,8.3909,255,255,255
92500,5,0,8.0984,255,255,255
92750,5,0,7.7899,255,255,255
93000,5,0,7.4674,255,255,255
93250,5,0,7.1326,255,255,255
93500,5,0,6.7874,255,255,255
93750,5,0,6.4334,255,255,255
94000,5,0,6.0726,255,255,255
94250,5,0,5.7067,255,255,255
94500,5,0,5.3375,255,255,255
94750,5,0,4.9667,255,255,255
95000,5,0,4.5963,255,255,255
95250,5,0,4.228,255,255,255
95500,5,0,3.8635,255,255,255
95750,5,0,3.5047,255,255,255
96000,5,0,3.1534,255,255,255
96250,5,0,2.8114,255,255,255
96500,5,0,2.4804,255,255,255
96750,5,0,2.1622,255,255,255
97000,5,0,1.8587,255,255,255
97250,5,0,1.5717,255,255,255
97500,5,0,1.3029,255,255,255
97750,5,0,1.0541,255,255,255
98000,5,0,0.8272,255,255,255
98250,5,0,0.6239,255,255,255
98500,5,0,0.446,255,255,255
98750,5,0,0.2953,255,255,255
99000,5,0,0.1736,255,255,255
99250,5,0,0.0827,255,255,255
99500,5,0,0.0244,255,255,255
99750,5,0,0.0005,255,255,255
100000,5,0,0,255,255,255
