Time [msec],x [m],y [m],z [m],Red,Green,Blue
76000,4.8,0,11.9601,255,255,255
76250,4.7122,0,11.9425,255,255,255
76500,4.6099,0,11.9221,255,255,255
76750,4.4938,0,11.899,255,255,255
77000,4.3645,0,11.8731,255,255,255
77250,4.2227,0,11.8448,255,255,255
77500,4.0689,0,11.8141,255,255,255
77750,3.9037,0,11.7811,255,255,255
78000,3.7279,0,11.746,255,255,255
78250,3.5421,0,11.7089,255,255,255
78500,3.3468,0,11.6699,255,255,255
78750,3.1427,0,11.6292,255,255,255
79000,2.9305,0,11.5868,255,255,255
79250,2.7108,0,11.5429,255,255,255
79500,2.4841,0,11.4977,255,255,255
79750,2.2512,0,11.4511,255,255,255
80000,2.0127,0,11.4035,255,255,255
80250,1.7692,0,11.3549,255,255,255
80500,1.5213,0,11.3053,255,255,255
80750,1.2696,0,11.2551,255,255,255
81000,1.0149,0,11.2042,255,255,255
81250,0.7577,0,11.1528,255,255,255
81500,0.4986,0,11.1011,255,255,255
81750,0.2383,0,11.0491,255,255,255
82000,-0.0225,0,10.9969,255,255,255
82250,-0.2833,0,10.9448,255,255,255
82500,-0.5434,0,10.8928,255,255,255
82750,-0.8022,0,10.8411,255,255,255
83000,-1.0591,0,10.7898,255,255,255
83250,-1.3133,0,10.739,255,255,255
83500,-1.5644,0,10.6888,255,255,255
83750,-1.8116,0,10.6393,255,255,255
84000,-2.0544,0,10.5908,255,255,255
84250,-2.292,0,10.5433,255,255,255
84500,-2.5239,0,10.4969,255,255,255
84750,-2.7495,0,10.4518,255,255,255
85000,-2.9681,0,10.408,255,255,255
85250,-3.179,0,10.3658,255,255,255
85500,-3.3817,0,10.3253,255,255,255
85750,-3.5754,0,10.2865,255,255,255
86000,-3.7597,0,10.2496,255,255,255
86250,-3.9338,0,10.2147,255,255,255
86500,-4.0971,0,10.182,255,255,255
86750,-4.249,0,10.1515,255,255,255
87000,-4.3889,0,10.1234,255,255,255
87250,-4.516,0,10.0979,255,255,255
87500,-4.6299,0,10.075,255,255,255
87750,-4.7298,0,10.0549,255,255,255
88000,-4.8152,0,10.0377,255,255,255
88250,-4.8853,0,10.0235,255,255,255
88500,-4.9396,0,10.0125,255,255,255
88750,-4.9775,0,10.0047,255,255,255
89000,-4.9982,0,10.0004,255,255,255
89250,-5,0,10,255,255,255
89500,-5,0,10,255,255,255
89750,-5,0,9.9883,255,255,255
90000,-5,0,9.9479,255,255,255
90250,-5,0,9.8793,255,255,255
90500,-5,0,9.7832,255,255,255
90750,-5,0,9.6602,255,255,255
91000,-5,0,9.5109,255,255,255
91250,-5,0,9.3359,255,255,255
91500,-5,0,9.1358,255,255,255
91750,-5,0,8.9112,255,255,255
92000,-5,0,8.6627,255,255,255
92250,-5,0,8.3909,255,255,255
92500,-5,0,8.0984,255,255,255
92750,-5,0,7.7899,255,255,255
93000,-5,0,7.4674,255,255,255
93250,-5,0,7.1326,255,255,255
93500,-5,0,6.7874,255,255,255
93750,-5,0,6.4334,255,255,255
94000,-5,0,6.0726,255,255,255
94250,-5,0,5.7067,255,255,255
94500,-5,0,5.3375,255,255,255
94750,-5,0,4.9667,255,255,255
95000,-5,0,4.5963,255,255,255
95250,-5,0,4.228,255,255,255
95500,-5,0,3.8635,255,255,255
95750,-5,0,3.5047,255,255,255
96000,-5,0,3.1534,255,255,255
96250,-5,0,2.8114,255,255,255
96500,-5,0,2.4804,255,255,255
96750,-5,0,2.1622,255,255,255
97000,-5,0,1.8587,255,255,255
97250,-5,0,1.5717,255,255,255
97500,-5,0,1.3029,255,255,255
97750,-5,0,1.0541,255,255,255
98000,-5,0,0.8272,255,255,255
98250,-5,0,0.6239,255,255,255
98500,-5,0,0.446,255,255,255
98750,-5,0,0.2953,255,255,255
99000,-5,0,0.1736,255,255,255
99250,-5,0,0.0827,255,255,255
99500,-5,0,0.0244,255,255,255
99750,-5,0,0.0005,255,255,255
100000,-5,0,0,255,255,255
